product_code,local_file,source_url
MBYKBM,MBYKBM-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKBM-PO-01.jpg?v=1771521718
MBYKBM,MBYKBM-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKBM-PO-02.jpg?v=1771521718
MBYKBM,MBYKBM-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKBM-PO-03.jpg?v=1771521718
MBYTCL,MBYTCL-01.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYTCL-PO-ZOOM.jpg?v=1783441801
MBYTCL,MBYTCL-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYTCL-PO-01.jpg?v=1783441800
MBYTCL,MBYTCL-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYTCL-PO-02.jpg?v=1783441800
MBYTCL,MBYTCL-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYTCL-PO-03.jpg?v=1783441800
MBYVCE,MBYVCE-01.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYVCE-PO-ZOOM.jpg?v=1771521929
MBYVCE,MBYVCE-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYVCE-PO-03.jpg?v=1771521930
MBYVCE,MBYVCE-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYVCE-PO-02.jpg?v=1771521930
MBYVCE,MBYVCE-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYVCE-PO-01.jpg?v=1771521930
MBYWWR,MBYWWR-01.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYWWR-PO-ZOOM.jpg?v=1771522060
MBYWWR,MBYWWR-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYWWR-PO-03.jpg?v=1771522059
MBYWWR,MBYWWR-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYWWR-PO-02.jpg?v=1771522060
MBYWWR,MBYWWR-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYWWR-PO-01.jpg?v=1771522060
MBYCDR,MBYCDR-01.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYCDR-PO-ZOOM.jpg?v=1771522424
MBYCDR,MBYCDR-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYCDR-PO-03.jpg?v=1771522425
MBYCDR,MBYCDR-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYCDR-PO-02.jpg?v=1771522425
MBYCDR,MBYCDR-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYCDR-PO-01.jpg?v=1771522425
MBYKOR,MBYKOR-01.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKOR-PO-ZOOM.jpg?v=1771522474
MBYKOR,MBYKOR-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKOR-PO-03.jpg?v=1771522475
MBYKOR,MBYKOR-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKOR-PO-02.jpg?v=1771522474
MBYKOR,MBYKOR-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MBYKOR-PO-01.jpg?v=1771522476
MCYGMY,MCYGMY-01.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MCYGMY-PO-ZOOM.jpg?v=1771522695
MCYGMY,MCYGMY-02.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MCYGMY-PO-03.jpg?v=1771522696
MCYGMY,MCYGMY-03.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MCYGMY-PO-02.jpg?v=1771522696
MCYGMY,MCYGMY-04.jpg,https://cdn.shopify.com/s/files/1/0778/4018/7715/files/MCYGMY-PO-01.jpg?v=1771522695
